yas,cinsiyet,boy,kilo,bmi,vucut_tipi,kas_orani,yag_orani,kemik_yogunlugu,hiz,kuvvet,dayaniklilik,esneklik,koordinasyon,denge,reaksiyon_hizi,ailevi_spor_gecmisi,anne_spor_durumu,baba_spor_durumu,dominant_el,spor_yili,onceki_sporlar,en_basarili_spor,yaralanma_gecmisi,stres_toleransi,takım_oyunu_tercihi,yarışma_tutkusu,konsantrasyon,coğrafi_konum,ekonomik_durum,tesis_erisimi,tavsiye_edilen_spor,skor_futbol,skor_koşu_atletizm,skor_basketbol,skor_voleybol,skor_yüzme,skor_güreş,skor_tenis,skor_bisiklet,skor_jimnastik,skor_boks
48,Erkek,172,73.5,24.8,Mezomorf,21.8,20.2,Düşük,5.3,5.7,4.3,4.3,3.9,4.0,3.5,Yok,Sedanter,Aktif,Sağ,2,['Futbol'],Futbol,Hafif,8.6,Bireysel,5.0,4.4,Marmara,Düşük,Kolay,Bisiklet,59.1,47.0,61.8,43.6,63.8,60.5,58.2,64.4,41.6,61.5
42,Kadın,163,54.8,20.5,Mezomorf,24.6,25.4,Orta,3.8,3.9,4.9,6.1,5.4,4.9,4.7,Yok,Aktif,Aktif,Sağ,4,"['Basketbol', 'Voleybol']",Basketbol,Hafif,6.0,Takım,2.8,5.5,Marmara,Orta,Kolay,Basketbol,67.5,46.5,68.0,49.8,63.8,63.3,63.6,63.8,46.0,58.7
27,Kadın,152,43.0,18.7,Ektomorf,13.7,14.4,Orta,5.5,1.6,7.5,7.4,4.7,4.4,4.6,Var,Sedanter,Aktif,Sağ,10,"['Yüzme', 'Futbol']",Yüzme,Orta,3.7,Takım,4.0,7.0,Akdeniz,Yüksek,Orta,Koşu/Atletizm,55.8,72.6,68.5,68.5,65.4,47.1,49.5,63.3,60.2,44.0
35,Kadın,154,40.0,16.9,Mezomorf,16.2,8.7,Orta,4.1,2.8,4.6,5.8,3.6,3.6,4.0,Yok,Aktif,Sedanter,Sağ,11,"['Futbol', 'Yüzme', 'Tenis', 'Güreş']",Yüzme,Orta,7.7,Karma,2.6,4.2,Doğu Anadolu,Düşük,Zor,Futbol,64.2,47.2,64.2,46.0,59.6,57.8,59.1,57.8,37.8,55.5
28,Erkek,162,44.0,16.9,Mezomorf,24.6,8.9,Yüksek,6.3,7.5,5.1,5.6,5.1,3.8,7.0,Yok,Aktif,Sedanter,Sağ,6,"['Jimnastik', 'Futbol', 'Yüzme']",Jimnastik,Hafif,6.0,Bireysel,4.5,6.4,Akdeniz,Orta,Kolay,Boks,64.5,52.6,64.6,46.4,69.7,67.3,70.9,69.8,49.1,74.4
17,Erkek,180,49.1,15.2,Ektomorf,22.9,7.3,Orta,5.7,4.5,6.0,6.3,3.7,5.7,5.5,Yok,Sedanter,Sedanter,Sağ,7,"['Tenis', 'Futbol', 'Güreş', 'Bisiklet']",Bisiklet,Yok,4.9,Takım,4.0,5.0,İç Anadolu,Orta,Zor,Koşu/Atletizm,51.6,72.9,70.4,70.4,69.3,50.0,47.6,69.3,64.0,48.5
48,Kadın,157,55.4,22.4,Endomorf,15.9,21.6,Düşük,2.9,2.7,3.1,5.5,3.8,5.3,5.4,Yok,Sedanter,Sporcu,Sağ,37,"['Futbol', 'Jimnastik']",Jimnastik,Orta,7.3,Karma,2.9,6.8,Marmara,Düşük,Orta,Güreş,41.5,40.8,44.5,44.5,38.4,57.5,41.1,35.8,40.5,34.7
46,Erkek,174,73.9,24.3,Ektomorf,30.9,21.3,Orta,5.9,4.7,5.6,5.5,4.4,3.5,3.2,Yok,Sedanter,Sedanter,Sağ,36,"['Futbol', 'Bisiklet', 'Tenis', 'Yüzme']",Bisiklet,Orta,6.3,Bireysel,5.9,4.3,Ege,Orta,Orta,Koşu/Atletizm,45.3,68.8,64.1,64.1,66.8,44.2,43.6,64.0,60.2,44.4
24,Kadın,157,42.7,17.4,Ektomorf,14.4,14.4,Yüksek,7.4,2.4,7.3,8.6,7.6,4.0,6.3,Yok,Aktif,Aktif,Sağ,1,['Futbol'],Futbol,Hafif,3.3,Karma,2.8,5.1,Doğu Anadolu,Düşük,Kolay,Basketbol,64.2,76.3,77.8,77.8,69.3,49.6,63.5,63.8,68.4,51.6
33,Kadın,157,52.9,21.4,Ektomorf,20.8,24.9,Düşük,6.0,3.1,7.8,7.8,6.8,5.8,4.8,Var,Sporcu,Aktif,Sağ,14,"['Güreş', 'Jimnastik', 'Voleybol']",Jimnastik,Yok,5.5,Takım,5.0,4.1,Marmara,Orta,Zor,Basketbol,61.1,73.5,73.8,73.8,70.0,53.6,55.3,70.4,70.0,48.5
46,Kadın,162,50.0,19.0,Ektomorf,12.5,19.5,Orta,5.2,2.0,6.8,6.7,4.1,4.5,4.9,Yok,Sedanter,Sedanter,Sağ,5,"['Tenis', 'Futbol', 'Voleybol']",Voleybol,Yok,7.3,Bireysel,4.7,7.9,Marmara,Orta,Orta,Koşu/Atletizm,45.6,71.2,60.8,60.8,64.8,45.5,47.1,62.9,58.7,43.5
45,Kadın,169,52.5,18.5,Ektomorf,12.2,19.1,Yüksek,5.9,2.3,5.7,7.0,3.5,3.5,5.1,Yok,Sedanter,Aktif,Sağ,16,['Futbol'],Futbol,Yok,6.8,Karma,3.9,7.8,Marmara,Düşük,Orta,Koşu/Atletizm,51.1,71.0,69.1,69.1,64.7,42.7,48.2,58.9,56.9,43.6
16,Erkek,183,56.5,16.8,Mezomorf,20.8,14.7,Düşük,4.1,6.1,5.4,4.7,5.8,6.2,6.4,Var,Aktif,Aktif,Sağ,5,"['Voleybol', 'Yüzme', 'Futbol']",Futbol,Yok,4.7,Karma,4.2,7.3,Marmara,Orta,Orta,Bisiklet,69.6,50.2,71.7,53.5,68.6,68.0,65.5,72.7,50.5,67.3
43,Kadın,167,53.2,19.1,Ektomorf,12.6,14.8,Düşük,6.0,1.5,5.0,6.9,3.5,5.0,4.4,Yok,Sedanter,Sedanter,Sağ,22,"['Voleybol', 'Futbol', 'Yüzme', 'Atletizm']",Atletizm,Hafif,5.3,Takım,4.1,4.9,Güneydoğu Anadolu,Düşük,Orta,Koşu/Atletizm,50.0,69.6,69.0,69.0,61.6,42.5,46.9,58.9,58.0,39.8
42,Erkek,164,58.8,22.0,Ektomorf,23.9,16.5,Orta,5.7,3.6,6.8,5.2,5.4,4.6,5.4,Yok,Aktif,Aktif,Sağ,14,"['Atletizm', 'Basketbol', 'Voleybol', 'Tenis']",Basketbol,Hafif,7.7,Karma,4.2,4.3,Marmara,Orta,Kolay,Basketbol,56.2,71.2,71.6,71.6,65.2,45.8,48.5,66.7,61.5,48.2
15,Kadın,158,44.0,17.7,Mezomorf,14.9,7.6,Orta,5.5,3.0,4.2,5.7,4.2,4.4,5.5,Yok,Sporcu,Aktif,Sağ,4,['Atletizm'],Atletizm,Yok,5.5,Bireysel,1.5,5.8,İç Anadolu,Orta,Orta,Tenis,59.8,49.0,61.0,42.8,59.6,58.7,65.3,59.1,40.5,60.4
39,Kadın,165,52.8,19.5,Ektomorf,12.6,10.4,Yüksek,6.0,1.0,5.1,5.3,4.8,5.0,4.5,Var,Sedanter,Sedanter,Sağ,21,"['Yüzme', 'Futbol']",Futbol,Orta,6.7,Bireysel,2.6,6.3,Karadeniz,Orta,Zor,Koşu/Atletizm,45.3,69.5,63.9,63.9,57.7,38.9,46.5,58.0,56.5,39.3
37,Erkek,175,67.6,22.0,Mezomorf,19.4,18.5,Yüksek,4.1,4.5,4.5,4.3,5.7,4.5,4.1,Yok,Aktif,Aktif,Sağ,10,"['Futbol', 'Basketbol', 'Atletizm']",Atletizm,Hafif,5.1,Takım,2.4,5.5,Ege,Orta,Kolay,Basketbol,67.8,46.2,70.5,52.4,62.4,59.6,60.4,63.3,43.6,58.5
34,Erkek,174,68.2,22.5,Ektomorf,32.8,19.5,Düşük,6.6,6.1,7.3,5.6,6.0,6.8,5.7,Yok,Sedanter,Sedanter,Sağ,1,['Basketbol'],Basketbol,Yok,7.3,Takım,4.1,4.4,Marmara,Orta,Orta,Bisiklet,59.8,73.9,75.5,75.5,72.6,56.0,52.5,78.2,71.8,55.8
20,Erkek,177,56.7,18.0,Ektomorf,19.1,11.9,Düşük,7.6,4.0,8.3,6.0,7.4,7.2,7.9,Yok,Sedanter,Sedanter,Sağ,5,['Jimnastik'],Jimnastik,Hafif,5.1,Bireysel,6.5,5.9,Ege,Orta,Zor,Koşu/Atletizm,58.7,79.2,73.0,73.0,71.7,55.5,61.6,76.7,72.0,59.6
15,Kadın,160,40.0,15.6,Ektomorf,19.6,13.5,Düşük,5.8,2.2,5.6,7.1,6.0,3.2,5.0,Var,Sedanter,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.0,Takım,1.7,5.0,Marmara,Düşük,Kolay,Basketbol,55.3,71.0,72.4,72.4,63.5,42.0,52.5,57.8,60.9,42.9
41,Kadın,159,58.5,23.0,Endomorf,15.7,17.3,Yüksek,2.4,1.9,3.4,4.4,5.8,5.3,5.0,Var,Sedanter,Aktif,Sol,14,"['Futbol', 'Basketbol']",Futbol,Yok,6.2,Karma,1.0,4.5,Akdeniz,Düşük,Orta,Güreş,44.7,40.3,47.5,47.5,35.7,54.5,41.1,34.7,40.7,32.2
36,Kadın,163,50.0,18.7,Mezomorf,14.4,15.4,Yüksek,3.6,2.6,5.5,4.6,3.9,4.5,4.4,Var,Sedanter,Sedanter,Sağ,7,"['Voleybol', 'Futbol', 'Yüzme', 'Güreş']",Yüzme,Yok,5.4,Takım,4.4,5.7,Marmara,Orta,Zor,Futbol,65.5,47.8,64.9,46.7,59.8,58.5,57.3,61.3,37.5,56.5
18,Kadın,153,46.7,20.0,Endomorf,26.2,14.8,Düşük,4.9,6.3,4.7,6.8,5.5,7.3,5.8,Var,Sedanter,Aktif,Sağ,5,"['Jimnastik', 'Voleybol', 'Basketbol']",Voleybol,Hafif,5.3,Karma,5.5,6.1,Marmara,Düşük,Zor,Güreş,51.1,47.9,50.8,50.8,49.7,72.9,50.9,51.8,56.2,48.5
14,Erkek,160,41.2,16.1,Ektomorf,24.5,10.2,Orta,6.4,4.1,7.2,4.6,3.5,4.5,6.3,Yok,Aktif,Sedanter,Sağ,3,"['Voleybol', 'Futbol', 'Basketbol']",Basketbol,Yok,4.9,Karma,3.8,4.4,Marmara,Düşük,Orta,Koşu/Atletizm,54.7,74.9,68.9,68.9,65.3,46.2,46.9,68.4,57.6,52.7
17,Kadın,171,53.7,18.4,Ektomorf,14.5,17.6,Orta,6.3,2.7,5.7,6.3,4.5,3.6,3.5,Yok,Aktif,Aktif,Sağ,3,"['Tenis', 'Jimnastik', 'Bisiklet']",Tenis,Hafif,2.7,Bireysel,4.1,6.3,İç Anadolu,Düşük,Zor,Koşu/Atletizm,46.4,71.8,64.6,64.6,64.4,42.4,46.5,60.0,58.4,42.2
33,Erkek,176,63.5,20.6,Mezomorf,28.2,19.9,Düşük,5.2,8.3,6.2,4.5,4.9,6.4,3.7,Yok,Aktif,Sedanter,Sağ,19,"['Yüzme', 'Voleybol']",Yüzme,Yok,4.6,Bireysel,4.3,7.9,İç Anadolu,Orta,Orta,Bisiklet,64.2,51.9,63.9,45.8,72.8,73.5,60.5,79.8,52.9,69.8
18,Kadın,165,51.4,18.8,Mezomorf,15.2,16.1,Düşük,6.9,3.1,5.3,7.7,6.1,5.8,6.4,Var,Sporcu,Aktif,Sağ,4,['Tenis'],Tenis,Hafif,3.9,Bireysel,5.6,5.6,Karadeniz,Düşük,Orta,Tenis,67.8,53.5,67.9,49.7,66.2,67.1,76.5,64.9,50.4,66.7
20,Kadın,156,43.5,17.8,Ektomorf,17.6,16.5,Düşük,7.9,2.8,8.2,8.3,6.6,7.2,6.1,Yok,Sedanter,Sedanter,Sağ,2,"['Atletizm', 'Futbol']",Futbol,Yok,5.6,Bireysel,5.7,5.7,Akdeniz,Düşük,Orta,Koşu/Atletizm,57.6,78.7,69.5,69.5,71.0,57.3,61.6,73.8,72.5,54.5
12,Kadın,156,40.0,16.4,Mezomorf,18.0,9.5,Orta,4.2,4.7,4.2,6.6,4.2,6.4,3.4,Yok,Sedanter,Sedanter,Sağ,1,['Futbol'],Futbol,Yok,4.6,Takım,1.6,4.5,Karadeniz,Orta,Kolay,Bisiklet,64.7,46.9,65.7,47.5,64.1,67.1,60.7,67.3,48.9,57.3
23,Kadın,172,50.6,17.1,Ektomorf,13.7,17.5,Düşük,6.3,3.0,8.8,7.8,4.4,5.7,5.5,Var,Sedanter,Sporcu,Sağ,11,"['Basketbol', 'Boks', 'Atletizm', 'Bisiklet']",Basketbol,Ağır,5.5,Bireysel,3.7,5.7,Ege,Yüksek,Zor,Koşu/Atletizm,51.8,77.9,64.5,64.5,73.5,55.1,52.7,72.2,65.3,52.0
48,Kadın,148,48.9,22.2,Ektomorf,21.8,21.2,Orta,4.6,3.1,5.1,6.5,5.4,5.3,3.0,Var,Sedanter,Sedanter,Sağ,16,"['Futbol', 'Yüzme']",Yüzme,Orta,7.8,Takım,2.5,5.0,Marmara,Orta,Orta,Basketbol,51.1,65.4,67.6,67.6,61.6,45.5,44.5,63.3,64.2,37.8
36,Erkek,174,64.9,21.5,Mezomorf,30.7,15.3,Orta,5.2,8.1,3.8,4.3,3.1,3.6,3.4,Yok,Aktif,Sedanter,Sağ,24,"['Futbol', 'Voleybol', 'Basketbol']",Basketbol,Ağır,7.7,Karma,3.3,7.3,Karadeniz,Orta,Zor,Bisiklet,63.8,47.2,67.7,49.5,67.5,63.3,56.4,67.8,43.8,64.5
38,Kadın,166,52.5,19.1,Ektomorf,13.6,8.9,Orta,5.6,2.0,5.6,7.0,3.3,5.9,3.5,Yok,Sedanter,Sedanter,Sağ,13,"['Basketbol', 'Futbol', 'Jimnastik', 'Voleybol']",Jimnastik,Orta,4.8,Takım,5.4,5.6,Ege,Orta,Zor,Koşu/Atletizm,50.0,69.9,67.8,67.8,63.6,46.4,44.4,63.3,60.4,39.5
31,Kadın,153,43.1,18.4,Ektomorf,18.0,16.6,Orta,6.3,1.6,7.8,8.2,4.1,5.4,4.9,Yok,Sedanter,Sporcu,Sağ,5,"['Tenis', 'Basketbol']",Tenis,Hafif,4.8,Takım,4.3,4.8,Akdeniz,Orta,Kolay,Koşu/Atletizm,56.7,74.7,69.0,69.0,67.5,50.9,51.8,66.2,62.4,46.5
12,Erkek,176,52.9,17.2,Ektomorf,19.9,9.7,Orta,6.1,2.5,7.4,6.3,3.7,5.1,4.8,Yok,Sedanter,Aktif,Sağ,2,"['Güreş', 'Futbol']",Futbol,Yok,2.6,Karma,6.0,6.6,İç Anadolu,Orta,Zor,Koşu/Atletizm,54.9,75.2,70.7,70.7,67.8,47.8,47.1,66.7,59.3,46.9
50,Kadın,171,67.4,23.1,Endomorf,25.6,14.0,Düşük,4.0,4.3,4.5,4.6,3.8,5.9,4.5,Yok,Aktif,Aktif,Sağ,19,['Basketbol'],Basketbol,Yok,8.9,Takım,5.1,5.4,Akdeniz,Orta,Orta,Güreş,46.0,45.6,48.2,48.2,43.9,62.4,39.8,43.8,42.9,40.5
37,Kadın,171,68.4,23.4,Mezomorf,25.1,17.1,Yüksek,4.2,5.2,4.6,4.8,5.0,3.6,3.8,Var,Sporcu,Aktif,Sağ,25,"['Futbol', 'Tenis', 'Basketbol', 'Güreş']",Basketbol,Hafif,7.4,Karma,5.3,4.7,Ege,Düşük,Orta,Basketbol,66.9,46.0,69.0,50.8,64.2,60.4,59.6,63.1,42.9,59.6
42,Kadın,152,46.8,20.2,Mezomorf,25.4,22.0,Yüksek,4.9,4.5,4.8,6.1,4.0,3.2,4.1,Yok,Aktif,Sedanter,Sağ,2,"['Atletizm', 'Yüzme']",Yüzme,Yok,7.0,Karma,4.4,6.9,Güneydoğu Anadolu,Düşük,Kolay,Futbol,66.7,48.0,66.1,47.9,63.4,61.1,62.0,61.1,41.5,60.5
23,Kadın,158,50.1,20.1,Mezomorf,25.7,13.5,Orta,5.0,6.6,5.9,6.5,6.1,7.1,5.6,Var,Aktif,Aktif,Sağ,13,"['Güreş', 'Boks']",Boks,Orta,4.4,Karma,5.6,7.4,Karadeniz,Orta,Orta,Bisiklet,72.7,50.5,70.8,52.7,70.7,74.7,69.5,76.9,56.9,69.3
34,Erkek,172,59.4,20.2,Mezomorf,27.8,13.2,Düşük,4.7,7.4,4.4,4.7,4.8,6.5,4.4,Yok,Aktif,Sedanter,Sağ,23,"['Voleybol', 'Jimnastik', 'Güreş', 'Basketbol']",Jimnastik,Orta,7.5,Karma,6.2,7.9,Marmara,Orta,Orta,Bisiklet,67.1,47.8,69.6,51.5,67.8,69.1,61.1,74.0,51.6,65.3
23,Kadın,153,47.9,20.4,Ektomorf,21.5,20.2,Orta,6.6,4.4,7.6,9.0,7.7,4.9,5.2,Yok,Sedanter,Sedanter,Sağ,2,"['Yüzme', 'Boks']",Boks,Hafif,6.2,Takım,6.9,7.0,Akdeniz,Düşük,Orta,Basketbol,63.5,74.3,76.1,76.1,73.7,56.2,60.9,70.9,74.5,52.4
22,Erkek,173,56.5,19.0,Mezomorf,18.8,10.4,Düşük,6.3,6.1,6.3,6.3,6.8,6.1,6.1,Yok,Sedanter,Sedanter,Sağ,8,"['Futbol', 'Boks', 'Tenis', 'Basketbol']",Futbol,Yok,4.4,Bireysel,3.4,7.2,Ege,Yüksek,Orta,Bisiklet,69.8,54.6,69.0,50.8,71.9,72.4,73.6,74.4,55.1,72.4
42,Kadın,152,40.0,17.3,Ektomorf,14.4,18.3,Yüksek,5.7,1.5,5.5,5.5,3.2,5.9,3.8,Var,Sedanter,Aktif,Sağ,19,"['Futbol', 'Basketbol', 'Tenis', 'Yüzme']",Futbol,Orta,8.8,Bireysel,4.6,4.2,Karadeniz,Yüksek,Kolay,Koşu/Atletizm,42.5,69.7,58.8,58.8,58.1,42.5,42.2,62.0,56.5,39.1
43,Erkek,186,86.0,24.8,Endomorf,31.9,20.6,Yüksek,3.1,6.1,3.0,4.1,3.9,3.8,6.0,Var,Aktif,Sporcu,Sağ,31,['Jimnastik'],Jimnastik,Ağır,7.3,Takım,4.1,7.9,Karadeniz,Düşük,Kolay,Güreş,41.8,40.8,48.6,48.6,45.3,58.2,40.2,39.8,41.6,42.2
29,Erkek,174,59.7,19.7,Ektomorf,20.3,9.5,Orta,6.0,4.0,7.5,5.8,5.3,5.1,7.2,Var,Sedanter,Sedanter,Sağ,4,['Futbol'],Futbol,Yok,5.0,Karma,4.4,7.7,İç Anadolu,Düşük,Kolay,Koşu/Atletizm,57.8,74.2,73.2,73.2,69.5,49.8,53.3,70.2,64.0,54.0
30,Kadın,169,51.6,18.0,Mezomorf,14.3,11.0,Orta,5.4,3.5,5.7,5.8,4.0,5.8,5.1,Yok,Aktif,Sedanter,Sol,0,['Hiçbiri'],Hiçbiri,Yok,5.6,Karma,2.4,4.8,Ege,Orta,Kolay,Futbol,69.3,52.0,69.1,50.9,64.7,65.1,64.2,66.7,43.8,63.1
48,Erkek,197,81.1,20.9,Mezomorf,28.4,13.9,Yüksek,4.8,6.5,4.1,5.0,3.6,3.4,4.1,Yok,Sedanter,Aktif,Sağ,15,"['Futbol', 'Bisiklet', 'Voleybol']",Futbol,Yok,8.6,Takım,5.8,4.9,Karadeniz,Düşük,Zor,Basketbol,64.5,47.8,70.7,52.5,69.2,61.8,59.1,64.4,42.7,62.7
37,Erkek,174,60.3,19.9,Ektomorf,15.1,15.1,Orta,4.7,1.7,6.6,5.9,5.8,3.5,4.6,Yok,Sedanter,Sporcu,Sağ,14,['Güreş'],Güreş,Hafif,5.6,Karma,4.3,7.7,Karadeniz,Düşük,Kolay,Basketbol,54.7,70.1,71.7,71.7,63.9,41.3,47.3,59.6,58.0,41.1
44,Kadın,162,61.2,23.5,Ektomorf,17.6,21.9,Orta,5.9,1.2,5.6,5.8,6.0,5.4,5.9,Yok,Aktif,Aktif,Sağ,2,"['Yüzme', 'Basketbol']",Yüzme,Yok,7.5,Karma,3.5,7.6,İç Anadolu,Yüksek,Orta,Basketbol,55.5,68.9,72.8,72.8,59.5,41.8,52.0,60.4,60.7,42.9
43,Kadın,169,58.9,20.6,Mezomorf,24.6,25.8,Orta,5.5,3.8,4.6,5.9,5.2,3.5,3.1,Yok,Sedanter,Aktif,Sol,26,['Yüzme'],Yüzme,Hafif,7.2,Karma,4.6,4.7,Akdeniz,Düşük,Zor,Basketbol,69.6,49.3,71.5,53.3,63.5,59.6,63.1,59.8,42.5,58.2
35,Kadın,160,40.0,15.6,Mezomorf,12.0,16.1,Orta,5.4,1.9,4.6,5.0,3.6,4.9,4.3,Yok,Aktif,Sporcu,Sağ,18,"['Futbol', 'Jimnastik', 'Tenis', 'Voleybol']",Voleybol,Hafif,6.6,Takım,5.0,7.8,Marmara,Yüksek,Zor,Basketbol,66.5,50.3,67.3,49.1,57.3,57.1,60.5,58.7,37.1,56.7
44,Erkek,162,55.0,20.8,Mezomorf,23.0,15.7,Düşük,4.2,4.8,3.9,4.0,4.0,4.0,3.6,Yok,Aktif,Aktif,Sağ,32,"['Futbol', 'Voleybol', 'Yüzme']",Futbol,Yok,6.7,Karma,5.3,4.8,İç Anadolu,Düşük,Zor,Basketbol,63.8,45.3,66.1,47.9,59.7,57.6,56.0,61.6,39.6,57.3
21,Kadın,163,57.0,21.5,Mezomorf,19.1,14.9,Yüksek,5.7,4.2,5.8,7.8,5.1,5.7,7.2,Var,Sedanter,Sedanter,Sağ,11,"['Futbol', 'Tenis', 'Voleybol']",Futbol,Orta,5.3,Karma,3.0,6.6,Karadeniz,Düşük,Zor,Tenis,72.0,51.3,70.9,52.7,69.1,70.0,74.2,68.2,50.5,68.9
39,Kadın,160,54.7,21.2,Mezomorf,26.0,17.8,Yüksek,3.9,4.0,4.4,6.0,3.9,4.6,5.5,Yok,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,6.9,Takım,2.7,5.1,İç Anadolu,Düşük,Orta,Basketbol,64.0,45.4,65.1,46.9,62.5,61.8,62.4,62.2,42.7,59.6
23,Erkek,169,60.3,21.2,Endomorf,25.8,14.5,Orta,3.5,6.3,4.5,4.3,5.9,6.4,7.0,Yok,Aktif,Sedanter,Sağ,8,['Atletizm'],Atletizm,Orta,5.3,Karma,3.3,4.7,İç Anadolu,Orta,Zor,Güreş,48.9,45.3,50.9,50.9,46.7,66.4,46.7,49.3,50.7,47.8
14,Kadın,167,40.0,14.4,Mezomorf,18.7,9.3,Yüksek,4.1,4.2,4.1,5.5,4.7,4.7,3.7,Yok,Sedanter,Sedanter,Sağ,3,"['Yüzme', 'Atletizm', 'Güreş']",Atletizm,Hafif,5.6,Takım,1.4,6.1,Marmara,Orta,Kolay,Basketbol,65.3,47.9,67.8,49.6,62.3,60.9,60.0,62.2,43.8,56.5
50,Erkek,177,68.2,21.8,Endomorf,31.0,19.7,Yüksek,3.7,6.9,3.6,3.3,5.6,4.5,5.3,Yok,Sedanter,Sedanter,Sol,16,"['Basketbol', 'Voleybol', 'Yüzme', 'Futbol']",Voleybol,Ağır,8.7,Takım,4.3,6.8,Karadeniz,Düşük,Orta,Güreş,47.1,44.0,51.7,51.7,45.3,60.5,41.6,44.4,46.0,44.5
25,Erkek,171,63.0,21.5,Mezomorf,21.2,10.2,Düşük,6.0,7.0,5.3,5.5,5.9,7.0,4.3,Yok,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,4.1,Karma,3.8,5.0,İç Anadolu,Orta,Orta,Bisiklet,73.1,51.2,73.9,55.7,70.1,72.4,66.7,76.2,55.3,68.4
47,Erkek,157,49.9,20.1,Ektomorf,31.9,21.6,Yüksek,6.1,5.1,5.8,5.1,5.9,5.0,4.9,Yok,Sedanter,Sedanter,Sağ,20,"['Tenis', 'Futbol', 'Voleybol']",Tenis,Hafif,7.1,Bireysel,6.0,4.1,Marmara,Orta,Orta,Koşu/Atletizm,48.7,70.4,65.1,65.1,65.1,47.3,49.1,68.7,65.6,48.9
50,Kadın,162,48.3,18.3,Ektomorf,15.6,7.2,Düşük,6.1,1.0,6.8,6.0,4.1,5.0,3.8,Yok,Sedanter,Sporcu,Sağ,9,"['Atletizm', 'Futbol', 'Tenis', 'Yüzme']",Tenis,Yok,5.9,Bireysel,3.7,6.1,Marmara,Orta,Kolay,Koşu/Atletizm,47.3,73.0,62.4,62.4,61.7,43.3,45.5,61.8,56.5,41.3
49,Erkek,175,71.9,23.4,Mezomorf,22.1,15.1,Orta,3.8,5.3,3.7,5.1,3.9,4.0,4.4,Var,Aktif,Aktif,Sağ,30,['Güreş'],Güreş,Yok,5.7,Karma,2.5,5.6,Marmara,Orta,Kolay,Basketbol,62.5,43.7,66.7,48.5,63.8,60.2,58.5,62.2,42.4,58.5
34,Kadın,154,41.2,17.4,Mezomorf,11.8,6.9,Düşük,5.8,2.5,5.5,5.8,5.6,4.1,6.1,Yok,Sedanter,Sporcu,Sağ,21,"['Atletizm', 'Voleybol', 'Bisiklet']",Bisiklet,Orta,7.2,Takım,3.9,4.4,İç Anadolu,Yüksek,Zor,Futbol,72.5,51.8,70.9,52.7,60.7,59.8,69.6,60.2,41.8,63.5
22,Erkek,173,66.7,22.4,Endomorf,23.3,15.9,Orta,4.3,7.1,5.3,4.8,5.7,5.7,5.2,Yok,Aktif,Aktif,Sol,6,"['Yüzme', 'Basketbol', 'Futbol']",Basketbol,Yok,6.0,Karma,5.6,6.1,Güneydoğu Anadolu,Orta,Orta,Güreş,51.5,47.9,52.5,52.5,51.0,68.9,45.5,51.3,51.5,48.9
48,Erkek,179,74.3,23.1,Endomorf,31.6,21.3,Yüksek,3.4,6.0,4.1,4.2,3.6,3.2,5.1,Yok,Sedanter,Sedanter,Sol,34,"['Yüzme', 'Atletizm', 'Futbol']",Atletizm,Yok,8.9,Takım,4.0,4.8,Marmara,Yüksek,Kolay,Güreş,43.8,43.9,47.8,47.8,46.5,59.1,38.7,40.7,40.0,42.9
13,Kadın,176,59.2,19.1,Ektomorf,13.9,8.6,Düşük,6.3,2.1,6.3,7.7,4.2,4.1,6.2,Yok,Aktif,Aktif,Sağ,3,"['Yüzme', 'Basketbol', 'Tenis']",Yüzme,Yok,4.2,Takım,2.3,6.5,İç Anadolu,Orta,Kolay,Koşu/Atletizm,54.2,72.8,71.9,71.9,67.6,45.8,53.5,61.1,60.2,47.1
39,Erkek,174,73.8,24.3,Mezomorf,22.9,21.3,Yüksek,4.2,5.7,4.8,5.3,3.8,4.7,3.7,Yok,Sedanter,Sedanter,Sağ,4,"['Yüzme', 'Futbol', 'Voleybol', 'Basketbol']",Voleybol,Yok,8.4,Takım,5.8,4.5,Ege,Orta,Zor,Basketbol,65.1,46.1,67.2,49.0,66.8,64.5,58.2,67.1,44.5,60.7
15,Erkek,169,53.5,18.7,Ektomorf,22.6,6.8,Düşük,6.2,3.5,6.8,5.0,4.8,4.2,3.4,Yok,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,3.2,Karma,3.5,6.0,İç Anadolu,Yüksek,Orta,Koşu/Atletizm,56.0,73.4,72.0,72.0,65.3,44.5,44.4,65.6,59.1,45.3
25,Kadın,159,54.6,21.7,Mezomorf,16.3,13.5,Düşük,5.7,3.0,4.6,7.1,6.5,5.4,3.8,Yok,Aktif,Sedanter,Sağ,4,"['Futbol', 'Voleybol', 'Bisiklet']",Voleybol,Yok,4.0,Bireysel,2.9,5.4,İç Anadolu,Orta,Zor,Tenis,65.1,49.0,65.7,47.5,63.0,63.8,69.3,62.2,49.1,58.4
